Issue Type,Summary,Description,Status,Priority,Story Points,Components,Labels,Epic Name,Epic Link,Assignee,Sprint
Story,S2-MOB-APPLY Mobile — apply flow with 2-min audio,"**Context**
Mobile apply screen with RN audio recorder. Reuses same BE endpoint as web.

**ASSIGNEE NOTE: Mobile dev TBD.**

**Scope**
- Apply screen with 2-min audio recorder
- React Native audio lib: expo-av or react-native-audio-toolkit
- Output: m4a (iOS) / m4a or opus (Android)
- Wire to POST /api/applications same shape as web
- Mobile-optimised UI (large mic button, big play/stop controls)

**Acceptance Criteria** (RTM: M5-AC1, M5-AC2, M5-AC7)
- [ ] Apply with audio works end-to-end on iOS + Android
- [ ] 2-min cap enforced
- [ ] My-applications shows submitted app on mobile

**Dependencies**
- S1-05 (mobile workspace)
- S2-BE-APPLY-AUDIO

**Definition of Done**
- Standard DoD applies
- Tested on iOS sim + Android emulator

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m5-job-application

**Risk:** H (resourcing)",To Do,Highest,2,M5,"sprint-2,owner-mobile-tbd,role-mobile,risk-high",,M5 Job Application,,37
Story,S2-MOB-CANDIDATES Mobile — candidate management,"**Context**
Employer 5-tab nav: Candidates tab needs candidate list + detail + actions on mobile.

**ASSIGNEE NOTE: Mobile dev TBD.**

**Scope**
- Candidates tab with tabbed list per status
- Candidate detail screen with audio playback + actions (Accept/Reject/Bookmark)
- Schedule Interview modal on Accept (matching web design)

**Acceptance Criteria** (RTM: M6-AC1, M6-AC2, M6-AC3, M6-AC8)
- [ ] Tabbed list works on mobile
- [ ] Audio playback works
- [ ] Accept opens interview modal + flips status

**Dependencies**
- S1-MOB-SHELL
- S2-BE-* (M6 BE work)

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m6-candidate-management
- Mobile design: documents/Job_Portal_Mobile.pdf

**Risk:** H (resourcing)",To Do,Highest,3,M6,"sprint-2,owner-mobile-tbd,role-mobile,risk-high",,M6 Candidate Management,,37
Story,S2-MOB-CHAT Mobile — chat with 60s audio,"**Context**
Seeker ""My List"" tab + Employer ""Messages"" tab both show chat. RN audio recorder, 60s cap.

**ASSIGNEE NOTE: Mobile dev TBD.**

**Scope**
- Conversations list with unread + lastSeenAt
- Chat screen with text + audio recorder (60s)
- Audio playback per message
- Polling @ ~10s when open
- Mark-read on chat open

**Acceptance Criteria** (RTM: M8-AC2, M8-AC3, M8-AC5)
- [ ] Text + audio chat works on iOS + Android
- [ ] 60s cap enforced
- [ ] Read receipts visible

**Dependencies**
- S1-MOB-SHELL
- S2-BE-CHAT-AUDIO

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m8-chat--messaging

**Risk:** H (resourcing)",To Do,Highest,3,M8,"sprint-2,owner-mobile-tbd,role-mobile,risk-high",,M8 Chat / Messaging,,37
Story,S2-MOB-JOB-POSTING Mobile — job posting + preview,"**Context**
Employer Job Post tab — full parity with web flow on mobile.

**ASSIGNEE NOTE: Mobile dev TBD.**

**Scope**
- Job posting form (multi-step on mobile for screen real-estate)
- Use current location button (auto-fill GPS)
- Live preview screen
- Submit creates job

**Acceptance Criteria** (RTM: M3-AC2, M3-AC3)
- [ ] Form submits + creates job
- [ ] Live preview renders correctly
- [ ] GPS auto-fill works (with permission flow)

**Dependencies**
- S1-MOB-SHELL
- S2-BE-JOB-POSTING-LOGIC

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m3-job-posting
- Mobile design: documents/Job_Portal_Mobile.pdf

**Risk:** H (resourcing)",To Do,High,3,M3,"sprint-2,owner-mobile-tbd,role-mobile,risk-high",,M3 Job Posting,,37
Story,S2-MOB-i18n Mobile — i18next on RN,"**Context**
Mobile i18n parallel to S2-FE-i18n on web. Shared keys via packages/i18n.

**ASSIGNEE NOTE: Mobile dev TBD.**

**Scope**
- i18next + react-i18next on RN
- Load locales from packages/i18n
- Wrap strings in t() on critical screens
- Language switcher in profile tab

**Acceptance Criteria** (RTM: M14-AC1, M14-AC2)
- [ ] Critical screens use t()
- [ ] EN + HI render correctly
- [ ] Language switcher updates persisted preferredLanguage

**Dependencies**
- S2-FE-i18n (shared packages/i18n)

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m14-i18n-10-languages

**Risk:** M (technical) / H (resourcing)",To Do,High,2,M14,"sprint-2,owner-mobile-tbd,role-mobile,risk-high",,M14 i18n,,37
Story,S2-MOB-SUBSCRIPTION Mobile — subscription tabs + renewal,"**Context**
Employer Profile tab on mobile shows subscription state. Razorpay mobile SDK for checkout.

**ASSIGNEE NOTE: Mobile dev TBD.**

**Scope**
- Free / Pro tabs in employer profile
- Days-remaining display
- Razorpay Checkout via react-native-razorpay (or equivalent)
- Renewal flow (matches web)

**Acceptance Criteria** (RTM: M10-AC4)
- [ ] Sandbox checkout works on iOS + Android
- [ ] State updates after webhook (poll /api/me/subscription)
- [ ] Renewal prompt appears T-3 days

**Dependencies**
- S1-MOB-SHELL
- S1-17 (Razorpay sandbox)

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m10-subscription--payments

**Risk:** M (Razorpay mobile SDK) / H (resourcing)",To Do,High,2,M10,"sprint-2,owner-mobile-tbd,role-mobile,risk-high",,M10 Subscription & Payments,,37
Story,S2-MOB-PUSH Mobile — FCM Android + APNs iOS push,"**Context**
Push notifications: FCM for Android, APNs for iOS. Device tokens captured on login + sent to BE via POST /api/me/devices.

**ASSIGNEE NOTE: Mobile dev TBD + APNs cert owner TBD (M9 OQ).**

**Scope**
- @react-native-firebase/messaging for FCM
- expo-notifications or react-native-push-notification for iOS
- Capture device token on login
- Send to BE via POST /api/me/devices
- Handle notification taps (deep-link to relevant screen)

**Acceptance Criteria** (RTM: M9-AC4)
- [ ] Push delivers to Android emulator + real device
- [ ] iOS push works (if APNs cert available)
- [ ] Token registration on login

**Dependencies**
- S2-BE-CHANNEL-FCM
- iOS APNs cert (M9 OQ — TBD)

**Definition of Done**
- Standard DoD applies
- Demo with real device push receipt

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m9-notifications

**Risk:** M (technical) / H (resourcing + APNs cert dep)",To Do,High,2,M9,"sprint-2,owner-mobile-tbd,role-mobile,risk-high",,M9 Notifications,,37
Story,S3-BUG-BASH Bug bash — full team day 1,"**Context**
Sprint 3 starts with a coordinated bug bash. Full team uses staging end-to-end for the full happy paths (seeker register → apply → accept → interview → message → pay; employer register → post → review → accept → message).

**Scope**
- 4-hour timeboxed bug bash (Mon 2026-06-15 morning)
- Every team member tests every flow on staging
- Bugs filed as Jira tickets with severity P0/P1/P2
- P0/P1 triaged immediately + assigned for fix
- Bug ticket template: steps to reproduce, expected, actual, screenshot/video

**Acceptance Criteria**
- [ ] All P0 + P1 bugs from bash have assigned owners by EOD Day 1
- [ ] No P0 bug remains by Wed 2026-06-17 EOD
- [ ] P1 bugs that won't make code freeze are explicitly marked deferred to post-handover

**Dependencies**
- Staging environment up + functional (S1-19 ongoing)

**Definition of Done**
- Standard DoD applies — meta-task
- Bug count + resolution rate documented in retro

**Reference**
- Sprint Plan §5

**Risk:** M — finds late issues; need quick triage discipline",To Do,Highest,3,M15,"sprint-3,owner-asrar,owner-nazir,owner-mobile-tbd,owner-najeeb,owner-farhana,risk-medium",,M15 Cross-Cutting,,38
Story,S3-PERF-GATE Performance gate — P95 thresholds,"**Context**
Charter §9 gate: P95 search response <500ms, P95 feed <500ms, P95 conversation poll <200ms. With 50k jobs seeded.

**Scope**
- Seed 50k synthetic jobs in staging (use existing seed script or write one)
- Run k6 / artillery load tests against the 3 endpoints
- Profile any P95 breaches
- Fix obvious wins (indexes, query plans, audit §1.8 #17 over-fetch)
- If breached after fixes: document + flag to handover

**Acceptance Criteria** (RTM: M4-AC6, M15-AC10)
- [ ] P95 search <500ms with 50k jobs
- [ ] P95 feed <500ms
- [ ] P95 chat poll <200ms
- [ ] Performance report committed to docs/technical/

**Dependencies**
- Staging environment with realistic data volume

**Definition of Done**
- Standard DoD applies
- Report shared with team

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m15-cross-cutting
- Charter §9

**Risk:** M — could surface late perf issues",To Do,High,2,M15,"sprint-3,owner-asrar,owner-nayan,risk-medium",,M15 Cross-Cutting,syed.asrar9@azkashine.com,38
Story,S3-SECURITY-REVIEW Security review checkpoint,"**Context**
Charter §9 gate: run /security-review slash command + OWASP top-10 spot-check + JWT review + Zod validation confirmation + Prisma parameterised confirmation + multer MIME audit + rate-limiting on auth endpoints.

**Scope**
- Run /security-review on the PR/branch
- OWASP top-10 spot-check: injection, broken auth, sensitive data exposure, XXE, broken access control, security misconfig, XSS, insecure deserialization, vulnerable deps, insufficient logging
- JWT handling review (HS256, rotation strategy if any, expiry)
- Confirm all Zod validators on input boundaries
- Confirm Prisma parameterised queries
- Multer + MIME check audit on file upload endpoints
- Add rate-limiting middleware on /login + /otp/send (5/min/IP and 3/min/IP)
- Fix any findings before code freeze

**Acceptance Criteria** (RTM: M15-AC11)
- [ ] Security review report committed
- [ ] All P0 findings fixed
- [ ] Rate-limiter live on auth + OTP

**Dependencies**
- Code complete on critical paths

**Definition of Done**
- Standard DoD applies
- Report reviewed by Najeeb (QA Lead) + Asrar

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m15-cross-cutting (M15-AC11)
- Charter §9

**Risk:** M — could surface security issues late",To Do,Highest,3,M15,"sprint-3,owner-asrar,owner-najeeb,role-qa,risk-medium",,M15 Cross-Cutting,syed.asrar9@azkashine.com,38
Story,S3-SEED-DATA Seed data load,"**Context**
Production-ready seed: job categories from documents/INPUT-FILES/*.xlsx (11 spreadsheets), an admin user, sample employers + jobs for QA fixtures.

**Scope**
- Write seed script that loads 11 INPUT-FILES spreadsheets into Skill + JobCategory + JobSubcategory tables
- Create 1 admin user (env-driven email + setup token)
- Create ~10 sample employers (mix Individual + Corporate, mix verified + pending)
- Create ~50 sample jobs across categories
- Idempotent (re-running doesn't duplicate)

**Acceptance Criteria**
- [ ] Seed script lives at scripts/seed.ts or equivalent
- [ ] Documented in README
- [ ] All 11 spreadsheets ingested
- [ ] Tested on a clean DB

**Dependencies**
- DB available
- Spreadsheets in documents/INPUT-FILES/

**Definition of Done**
- Standard DoD applies
- QA can run seed → get a working dev environment

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m15-cross-cutting

**Risk:** L",To Do,High,2,M15,"sprint-3,owner-asrar,role-be,risk-low",,M15 Cross-Cutting,syed.asrar9@azkashine.com,38
Story,S3-EN-HI-REVIEW EN+HI translation final review,"**Context**
Charter §9 hard gate: EN + HI 100% complete and reviewed by code freeze. CI lint rule must fail if any [needs review] marker on EN/HI key.

**Scope**
- Run lint check on packages/i18n/locales/{en,hi}/*.json — fail on [needs review]
- Native Hindi reviewer goes through 100% of HI strings
- EN review by Nazir
- Fix any flagged keys

**Acceptance Criteria** (RTM: M14-AC3, M14-AC10)
- [ ] No [needs review] markers in EN or HI
- [ ] HI native reviewer signs off
- [ ] CI lint rule prevents regression

**Dependencies**
- Native Hindi reviewer (R5)
- S2-FE-i18n complete

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m14-i18n-10-languages

**Risk:** M — R5 (reviewer availability)",To Do,Highest,2,M14,"sprint-3,owner-nazir,risk-medium",,M14 i18n,nazir.hasan@azkashine.com,38
Story,S3-OTHER-LANG Other 8 languages ≥80% with markers,"**Context**
TA / KN / ML / MR / GU / OR / TE / BN — ≥80% key coverage with [needs review] markers on missing keys. Soft-launch fallback acceptable.

**Scope**
- AI-draft all 8 languages
- Native reviewers go through as much as possible by code freeze
- Missing/unreviewed keys carry [needs review] marker
- Track % completion per language in docs/technical/i18n-status.md

**Acceptance Criteria** (RTM: M14-AC4)
- [ ] Each language ≥80% coverage
- [ ] Missing keys render with marker
- [ ] Status tracked

**Dependencies**
- Native reviewers (R5; rolling)

**Definition of Done**
- Standard DoD applies

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m14-i18n-10-languages

**Risk:** M — R5",To Do,High,3,M14,"sprint-3,owner-nazir,risk-medium",,M14 i18n,nazir.hasan@azkashine.com,38
Story,S3-OPENAPI OpenAPI contract publish,"**Context**
Charter / DoD gate: API contract published in docs/technical/openapi.yaml. Asrar's S1 deferred this to S3 if capacity allows.

**Scope**
- Use zod-to-openapi (or equivalent) to auto-generate from BE Zod validators
- Publish at docs/technical/openapi.yaml
- Validate against Swagger Editor + render to confirm completeness
- Document the generation step in BE README

**Acceptance Criteria** (RTM: M15-AC5)
- [ ] openapi.yaml committed
- [ ] Covers all v1 endpoints
- [ ] Validates against Swagger Editor

**Dependencies**
- BE code stable

**Definition of Done**
- Standard DoD applies
- Frontend dev can use the contract as authoritative API doc

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m15-cross-cutting

**Risk:** L",To Do,High,2,M15,"sprint-3,owner-asrar,role-be,risk-low",,M15 Cross-Cutting,syed.asrar9@azkashine.com,38
Story,S3-STAGING-VERIFY End-to-end staging verification,"**Context**
DoD §3: ""Deploy to staging verified end-to-end for every Done feature by someone other than the implementer."" Last full pass before code freeze.

**Scope**
- Every team member verifies a flow they did NOT implement on staging
- Smoke test checklist drafted by Najeeb (QA)
- Findings logged as P0/P1/P2 bug tickets
- All P0 fixed before code freeze

**Acceptance Criteria**
- [ ] Each flow has a non-implementer signoff
- [ ] No P0 unresolved at code freeze

**Dependencies**
- Staging environment functional
- All S1 + S2 features Done

**Definition of Done**
- Standard DoD applies — meta-task
- Signoff list committed to docs/_context/04-project-status.md

**Reference**
- DoD §3

**Risk:** M",To Do,Highest,2,M15,"sprint-3,owner-najeeb,owner-farhana,owner-nazir,owner-asrar,role-qa,risk-medium",,M15 Cross-Cutting,Mohamad.farhana@azkashine.com,38
Story,S3-COPY-SLA Document review SLA + 36h takedown copy,"**Context**
Copy commitments for admin SLAs — appear in user-facing copy (FAQ / employer-facing dashboard).

**Scope**
- ""Document review SLA: 48 hours business-day"" copy on employer dashboard + admin doc queue
- ""36-hour content takedown SLA"" copy on Job Reports queue + employer terms

**Acceptance Criteria** (RTM: M11-AC9, M12-AC7)
- [ ] Copy live on the right surfaces
- [ ] EN + HI translations added

**Dependencies**
- S2-FE-i18n

**Definition of Done**
- Standard DoD applies — copy only

**Reference**
- PRD: docs/managerial/04-prd-v1.md#m11-admin-verification

**Risk:** L",To Do,Medium,1,M15,"sprint-3,owner-nazir,role-fe,risk-low",,M15 Cross-Cutting,nazir.hasan@azkashine.com,38
Story,S3-QA-PACK QA pack handover to Najeeb,"**Context**
Final DoD §4 deliverable. QA pack delivered to Najeeb morning of code freeze + 1 (now 2026-06-22).

**Scope**
- QA pack includes:
  - Test accounts (1 admin, 2 employers, 2 seekers — credentials in vault)
  - Environment URLs (staging FE + admin + BE + mobile build link)
  - Known limitations (DLT/Meta status, 8-lang ≥80%, mobile parity gaps if any)
  - Regression scenarios (the 4 happy paths from Charter §9 + auth edge cases)
  - Risk register snapshot
  - Architectural overview (1-page handoff)

**Acceptance Criteria**
- [ ] QA pack committed to docs/qa/qa-pack-v1.md (or similar)
- [ ] Test accounts working
- [ ] Najeeb confirms receipt + walkthrough

**Dependencies**
- All features Done
- Staging functional

**Definition of Done**
- Standard DoD applies
- Najeeb walks through pack with Nazir before code freeze

**Reference**
- DoD §4
- Charter §9

**Risk:** M — late artifacts; start drafting at S2 close",To Do,Highest,2,M15,"sprint-3,owner-nazir,owner-najeeb,role-qa,risk-medium",,M15 Cross-Cutting,nazir.hasan@azkashine.com,38
